applicant_id,age,income,employment_length,loan_amount,credit_score,existing_debt,num_credit_accounts,credit_history_years,num_late_payments,home_ownership,loan_purpose,default
APP107823,44,34771.0,21.0,13703.42,612.0,1948.68,7,13,3,OWN,car,1
APP107824,60,41020.46,12.0,8120.54,570.0,2799.0,10,6,0,RENT,credit_card,1
APP107825,63,24001.46,31.0,5347.55,668.0,2702.6,2,20,1,RENT,debt_consolidation,0
APP107826,34,81815.28,35.0,11675.22,679.0,5626.4,3,19,1,OWN,car,0
APP107827,39,102117.69,11.0,35310.23,708.0,4251.28,2,19,4,RENT,credit_card,1
APP107828,48,39435.11,30.0,11630.99,583.0,11901.91,12,11,1,MORTGAGE,car,1
APP107829,40,132633.23,4.0,6171.28,717.0,9696.28,1,23,0,MORTGAGE,home_improvement,0
APP107830,29,25845.94,31.0,9005.95,570.0,1427.63,13,7,3,OWN,business,1
APP107831,35,19427.8,27.0,4993.52,717.0,1579.45,13,11,0,MORTGAGE,car,0
APP107832,40,25468.26,28.0,10007.66,531.0,8033.87,5,27,1,MORTGAGE,debt_consolidation,1
APP107833,46,32540.96,19.0,14913.84,775.0,3254.04,10,9,1,RENT,debt_consolidation,0
APP107834,66,115385.42,4.0,6531.81,608.0,4273.12,2,3,1,MORTGAGE,business,1
APP107835,47,31552.89,33.0,1403.37,697.0,7610.22,2,15,1,MORTGAGE,debt_consolidation,1
APP107836,39,23627.63,,11685.79,704.0,9767.13,9,20,3,MORTGAGE,home_improvement,1
APP107837,53,23173.64,19.0,7325.15,548.0,1832.24,9,19,3,OWN,home_improvement,0
APP107838,58,64216.22,6.0,6308.15,716.0,831.07,4,7,1,MORTGAGE,debt_consolidation,0
APP107839,42,59793.42,33.0,6275.57,605.0,4489.44,7,29,0,RENT,debt_consolidation,0
APP107840,44,28488.65,22.0,12583.62,625.0,2480.28,7,22,3,OWN,home_improvement,1
APP107841,31,14215.78,20.0,7748.51,596.0,5182.28,8,17,0,RENT,credit_card,0
APP107842,63,20654.8,12.0,17296.64,779.0,4578.43,4,22,2,MORTGAGE,debt_consolidation,0
APP107843,63,85872.76,31.0,17526.53,556.0,2252.22,12,23,1,OWN,car,1
APP107844,29,51246.57,8.0,8413.74,684.0,26094.78,9,17,0,RENT,debt_consolidation,0
APP107845,37,37523.8,28.0,7240.75,600.0,4982.07,7,27,2,MORTGAGE,car,1
APP107846,34,92449.39,38.0,10685.31,737.0,3105.7,7,8,1,RENT,debt_consolidation,0
APP107847,66,96680.13,10.0,9070.33,835.0,5330.22,4,0,2,MORTGAGE,credit_card,0
APP107848,24,35668.75,27.0,3458.16,599.0,7509.34,5,17,1,MORTGAGE,home_improvement,1
APP107849,31,35997.84,12.0,31209.01,661.0,2963.03,11,7,1,RENT,debt_consolidation,1
APP107850,36,,37.0,15193.17,619.0,31451.59,1,24,0,MORTGAGE,credit_card,0
APP107851,48,31498.6,35.0,7494.38,733.0,1453.8,2,0,2,RENT,home_improvement,1
APP107852,33,17271.92,12.0,3134.33,630.0,1536.95,2,23,2,RENT,car,1
APP107853,47,17236.88,9.0,8881.63,722.0,1367.22,13,27,3,MORTGAGE,home_improvement,0
APP107854,57,15346.93,3.0,6954.98,618.0,4930.09,12,27,1,MORTGAGE,credit_card,0
APP107855,61,62452.93,27.0,9543.89,829.0,7175.04,14,11,2,OWN,credit_card,0
APP107856,25,16635.58,36.0,2701.81,474.0,3773.03,4,24,1,RENT,home_improvement,1
APP107857,27,96276.66,5.0,7455.09,680.0,7157.96,5,17,0,MORTGAGE,credit_card,1
APP107858,25,25205.34,32.0,7732.65,649.0,7081.53,4,0,3,MORTGAGE,other,1
APP107859,65,86567.09,30.0,8818.74,646.0,3682.65,11,14,0,RENT,credit_card,0
APP107860,52,30256.7,18.0,8589.32,672.0,6918.27,11,21,1,RENT,credit_card,1
APP107861,47,16595.83,8.0,10212.32,654.0,4200.01,13,22,0,MORTGAGE,other,0
APP107862,59,69001.91,26.0,24654.3,667.0,3543.18,4,11,4,MORTGAGE,other,1
APP107863,49,73198.69,23.0,7266.22,682.0,3298.4,13,11,2,RENT,debt_consolidation,0
APP107864,32,23085.83,32.0,5729.05,789.0,5922.04,14,19,1,RENT,home_improvement,0
APP107865,45,30766.26,22.0,3510.81,428.0,13019.88,1,0,0,RENT,debt_consolidation,1
APP107866,55,23088.78,1.0,7283.26,797.0,1874.27,5,25,1,MORTGAGE,other,0
APP107867,22,34191.65,8.0,4269.49,850.0,3346.8,2,10,3,MORTGAGE,business,0
APP107868,50,38327.18,15.0,17607.1,509.0,5597.82,14,17,1,OWN,debt_consolidation,1
APP107869,45,,19.0,9342.57,653.0,20040.05,7,14,1,MORTGAGE,debt_consolidation,0
APP107870,24,14625.97,13.0,17390.49,759.0,6942.06,0,11,1,RENT,debt_consolidation,0
APP107871,33,27161.62,35.0,23847.11,723.0,2565.31,8,12,1,MORTGAGE,business,0
APP107872,42,51624.9,11.0,5889.73,784.0,2346.97,2,23,2,RENT,home_improvement,0
APP107873,37,32713.73,27.0,8035.18,679.0,10808.37,5,8,0,OWN,credit_card,1
APP107874,35,30831.11,14.0,22004.72,487.0,3824.16,8,28,1,MORTGAGE,car,1
APP107875,52,22802.19,39.0,11087.02,754.0,1835.87,1,2,4,RENT,credit_card,1
APP107876,40,26768.32,36.0,13533.26,700.0,11059.47,13,12,0,RENT,car,0
APP107877,45,73458.36,31.0,18394.12,767.0,6288.94,6,0,3,MORTGAGE,car,0
APP107878,60,20539.63,30.0,16948.06,527.0,1890.66,9,11,2,OWN,debt_consolidation,1
APP107879,25,52073.5,25.0,12660.17,552.0,1682.0,4,27,3,MORTGAGE,credit_card,1
APP107880,38,37180.05,23.0,22875.39,651.0,867.74,11,16,2,RENT,credit_card,1
APP107881,24,41044.22,22.0,9500.0,756.0,2987.22,6,1,2,MORTGAGE,home_improvement,0
APP107882,66,,1.0,13516.26,778.0,6270.83,7,20,4,MORTGAGE,credit_card,1
APP107883,30,30458.22,37.0,8901.23,591.0,10598.24,4,11,1,OWN,credit_card,1
APP107884,61,36211.79,39.0,18257.5,617.0,6904.68,2,3,0,RENT,business,1
APP107885,30,27991.79,21.0,6499.89,850.0,1730.45,6,2,1,OWN,car,0
APP107886,36,42860.93,34.0,3605.75,605.0,3916.82,4,13,2,MORTGAGE,other,1
APP107887,50,45648.2,16.0,14661.13,704.0,15421.23,8,3,2,MORTGAGE,debt_consolidation,1
APP107888,61,107619.09,4.0,5366.42,613.0,3262.72,8,19,3,OWN,credit_card,0
APP107889,29,41734.98,33.0,5056.62,687.0,9091.51,5,19,2,RENT,car,0
APP107890,31,13958.99,20.0,21140.75,580.0,8236.07,2,26,1,RENT,car,0
APP107891,64,64958.87,37.0,17672.55,582.0,9025.9,3,27,3,RENT,credit_card,1
APP107892,36,32796.09,8.0,8058.64,620.0,6939.3,4,27,0,OWN,credit_card,0
APP107893,31,99306.14,19.0,1591.96,606.0,9003.67,5,10,1,MORTGAGE,home_improvement,1
APP107894,57,75770.34,26.0,13628.85,625.0,1502.31,11,7,1,OWN,car,0
APP107895,25,28208.15,5.0,14727.96,692.0,16518.97,3,22,0,OWN,car,0
APP107896,63,52101.62,39.0,13495.17,801.0,1158.33,11,12,1,MORTGAGE,debt_consolidation,0
APP107897,63,26984.62,24.0,13128.12,602.0,6307.19,0,23,1,MORTGAGE,credit_card,0
APP107898,62,36364.39,6.0,8876.53,,4727.91,9,24,2,RENT,home_improvement,1
APP107899,35,,29.0,7736.61,650.0,2979.45,9,19,0,MORTGAGE,car,1
APP107900,26,63354.43,35.0,5096.47,581.0,2252.67,11,14,2,RENT,debt_consolidation,1
APP107901,41,56817.69,14.0,6513.04,519.0,7629.67,9,26,0,MORTGAGE,home_improvement,1
APP107902,37,37703.0,24.0,12002.75,735.0,9330.75,4,15,1,MORTGAGE,debt_consolidation,0
APP107903,67,125707.36,29.0,12121.74,656.0,4525.76,4,5,1,MORTGAGE,credit_card,0
APP107904,51,30257.21,5.0,15897.14,664.0,3899.49,12,3,3,MORTGAGE,debt_consolidation,1
APP107905,67,16258.96,21.0,4256.24,495.0,13699.88,14,2,0,RENT,debt_consolidation,1
APP107906,57,17901.69,22.0,3657.24,603.0,3507.41,7,3,1,RENT,debt_consolidation,1
APP107907,56,75887.24,,7880.74,536.0,4751.68,11,13,1,OWN,home_improvement,1
APP107908,26,34949.99,11.0,5367.04,648.0,4176.02,14,17,3,OWN,credit_card,1
APP107909,24,39321.58,25.0,11065.56,660.0,35476.82,13,16,1,RENT,business,1
APP107910,23,27687.55,30.0,4510.1,660.0,2509.95,0,10,0,MORTGAGE,debt_consolidation,0
APP107911,50,28959.36,15.0,20093.25,596.0,9558.1,7,11,2,RENT,debt_consolidation,1
APP107912,30,24500.58,5.0,6043.65,581.0,1262.08,9,15,0,RENT,credit_card,0
APP107913,69,45962.24,31.0,25734.93,634.0,2283.94,7,27,2,OWN,car,0
APP107914,27,34589.66,6.0,13555.95,678.0,3837.71,8,21,0,OWN,debt_consolidation,0
APP107915,67,45139.04,0.0,5254.61,603.0,4425.92,10,3,4,RENT,debt_consolidation,0
APP107916,53,43032.86,12.0,34781.71,575.0,3946.02,3,8,0,RENT,car,1
APP107917,26,29350.38,32.0,11605.93,578.0,4539.05,8,27,4,MORTGAGE,debt_consolidation,1
APP107918,23,17511.88,30.0,10934.43,597.0,2832.11,10,25,2,RENT,credit_card,0
APP107919,40,16765.86,12.0,9517.36,613.0,13767.38,10,12,1,RENT,credit_card,1
APP107920,37,164938.14,20.0,13094.3,562.0,2207.6,8,7,1,OWN,debt_consolidation,0
APP107921,36,76045.47,,13565.06,614.0,8915.66,6,24,2,OWN,other,1
APP107922,46,70975.59,28.0,5890.03,748.0,8451.48,5,24,3,RENT,home_improvement,0
APP107923,27,25918.09,30.0,8706.88,626.0,2302.45,1,11,0,RENT,debt_consolidation,0
APP107924,27,36488.59,3.0,10608.6,550.0,3664.34,11,2,0,OWN,credit_card,1
APP107925,55,24156.74,9.0,14039.7,469.0,4905.01,12,15,0,OWN,home_improvement,1
APP107926,69,18844.17,4.0,14183.2,796.0,18775.97,14,18,1,OWN,car,1
APP107927,34,27054.62,39.0,10924.08,741.0,3657.96,5,20,0,OWN,credit_card,0
APP107928,66,70480.58,13.0,7113.9,672.0,89223.84,3,27,2,OWN,home_improvement,0
APP107929,37,55291.4,19.0,6898.4,743.0,9084.28,9,14,0,RENT,credit_card,0
APP107930,37,,22.0,4842.12,692.0,6469.15,9,27,3,OWN,debt_consolidation,0
APP107931,25,31026.35,20.0,14123.01,643.0,9970.34,5,26,2,OWN,debt_consolidation,0
APP107932,41,52815.58,2.0,6839.12,,1242.82,5,1,0,RENT,credit_card,1
APP107933,45,27296.51,36.0,8821.5,802.0,12550.32,7,16,1,OWN,debt_consolidation,0
APP107934,53,37789.75,15.0,11414.58,615.0,1705.73,6,4,0,OWN,debt_consolidation,0
APP107935,28,44396.85,36.0,9920.52,619.0,9854.93,9,0,1,MORTGAGE,business,1
APP107936,30,44155.17,30.0,9863.86,652.0,3059.41,10,1,2,MORTGAGE,car,0
APP107937,42,41236.24,27.0,5750.39,654.0,2593.04,8,23,1,MORTGAGE,business,0
APP107938,24,26190.48,28.0,11629.7,695.0,20292.52,10,25,0,MORTGAGE,credit_card,1
APP107939,28,27570.81,39.0,8203.39,686.0,4538.15,2,14,2,MORTGAGE,car,0
APP107940,51,20602.65,12.0,9397.13,603.0,1443.97,4,29,1,OWN,home_improvement,1
APP107941,67,16636.12,13.0,19826.63,652.0,10719.6,3,20,0,RENT,credit_card,0
APP107942,49,34290.57,26.0,13402.42,693.0,1850.99,11,1,0,MORTGAGE,credit_card,0
APP107943,28,54618.6,9.0,7027.01,597.0,14597.4,2,9,2,RENT,home_improvement,1
APP107944,69,18212.42,32.0,9051.19,765.0,4851.45,13,19,0,RENT,debt_consolidation,0
APP107945,46,41626.27,1.0,25839.57,648.0,1773.9,8,20,2,OWN,debt_consolidation,0
APP107946,56,53761.65,35.0,8230.24,777.0,9481.21,2,21,0,RENT,home_improvement,0
APP107947,30,14496.07,13.0,10136.81,538.0,7457.33,5,21,1,OWN,car,1
APP107948,49,31720.21,0.0,14742.46,702.0,899.02,0,18,1,OWN,debt_consolidation,0
APP107949,24,82710.77,24.0,11261.16,578.0,4671.65,3,29,1,OWN,credit_card,0
APP107950,51,47856.9,11.0,7913.37,599.0,6242.18,9,17,1,RENT,car,1
APP107951,30,14253.69,12.0,6335.65,722.0,5957.6,0,10,1,MORTGAGE,credit_card,1
APP107952,65,50471.78,19.0,9837.34,631.0,4239.55,7,5,1,MORTGAGE,debt_consolidation,0
APP107953,23,24987.52,23.0,14688.37,850.0,8919.41,11,6,4,RENT,home_improvement,0
APP107954,52,51310.64,5.0,21862.76,691.0,7747.71,3,12,1,RENT,business,0
APP107955,27,25718.33,1.0,4108.39,594.0,5038.76,0,14,1,RENT,business,1
APP107956,54,35365.21,18.0,28500.32,691.0,4068.02,9,2,1,RENT,business,0
APP107957,45,27756.59,14.0,8324.47,631.0,5533.05,5,20,2,OWN,other,0
APP107958,68,36372.89,23.0,17238.42,716.0,3032.19,6,11,0,MORTGAGE,car,0
APP107959,52,27346.94,29.0,6358.06,626.0,2168.95,6,14,1,OWN,debt_consolidation,1
APP107960,39,32475.16,24.0,3764.97,682.0,2000.11,8,20,1,MORTGAGE,car,0
APP107961,25,20174.96,4.0,4501.8,665.0,4536.86,6,25,2,RENT,car,1
APP107962,50,46412.76,39.0,8114.65,656.0,2474.55,4,16,2,RENT,car,0
APP107963,42,39641.93,28.0,13554.26,733.0,4328.43,2,28,0,RENT,business,0
APP107964,23,16183.28,1.0,10084.1,505.0,14243.79,14,21,1,RENT,debt_consolidation,1
APP107965,49,59662.46,,8517.34,657.0,4164.49,10,29,1,RENT,credit_card,1
APP107966,31,33251.53,35.0,19357.09,593.0,5489.18,9,12,2,MORTGAGE,car,1
APP107967,32,39374.8,22.0,9908.93,542.0,4093.0,3,3,0,MORTGAGE,credit_card,1
APP107968,21,53224.86,33.0,11706.16,582.0,13977.52,0,7,1,RENT,debt_consolidation,1
APP107969,39,42792.63,35.0,63998.59,600.0,18513.09,9,7,0,MORTGAGE,debt_consolidation,1
APP107970,31,65029.84,38.0,9849.51,631.0,3375.76,13,10,4,MORTGAGE,home_improvement,1
APP107971,24,31362.0,38.0,6519.11,676.0,8797.64,5,8,3,RENT,credit_card,1
APP107972,42,60913.78,7.0,13207.97,693.0,26184.37,1,15,0,RENT,credit_card,1
APP107973,31,38617.56,1.0,15374.31,617.0,1942.04,7,27,0,RENT,business,0
APP107974,27,46808.34,26.0,11856.01,776.0,10767.2,14,3,0,MORTGAGE,car,0
APP107975,43,44436.42,27.0,10874.19,620.0,1221.0,6,23,2,MORTGAGE,credit_card,1
APP107976,24,67532.56,22.0,24084.86,494.0,5032.64,5,17,1,OWN,car,1
APP107977,69,52088.85,9.0,22344.79,622.0,4393.73,14,3,0,MORTGAGE,credit_card,1
APP107978,44,29100.98,37.0,9225.62,653.0,1254.37,3,23,1,OWN,credit_card,0
APP107979,69,26353.77,16.0,6727.13,388.0,11747.36,5,13,0,OWN,business,1
APP107980,64,35423.22,29.0,12804.11,746.0,5530.91,3,19,2,RENT,car,0
APP107981,69,24833.51,24.0,6704.0,642.0,2340.68,2,27,2,RENT,home_improvement,1
APP107982,47,21459.1,35.0,16833.01,557.0,6392.4,13,4,1,OWN,credit_card,1
APP107983,41,12531.16,28.0,12764.64,573.0,10128.09,5,6,0,OWN,car,1
APP107984,56,16736.86,25.0,49119.86,710.0,1193.9,11,5,3,MORTGAGE,car,0
APP107985,24,97998.08,33.0,23956.1,720.0,395.97,7,16,1,MORTGAGE,credit_card,0
APP107986,62,26153.8,2.0,5181.01,598.0,4752.42,10,29,1,RENT,credit_card,1
APP107987,36,94063.95,28.0,7249.78,541.0,2658.11,0,20,2,OWN,car,1
APP107988,21,44425.87,23.0,3138.91,660.0,14339.74,8,17,2,OWN,car,1
APP107989,32,35423.16,31.0,2744.49,675.0,3654.32,13,1,1,RENT,debt_consolidation,1
APP107990,32,17149.04,8.0,10596.68,695.0,6295.25,14,10,2,MORTGAGE,car,0
APP107991,21,36400.38,,4839.51,604.0,4231.95,2,12,1,OWN,credit_card,1
APP107992,53,93535.08,11.0,26495.0,640.0,1426.87,11,14,3,MORTGAGE,credit_card,0
APP107993,25,79127.71,4.0,19826.0,651.0,5036.24,13,27,1,RENT,credit_card,0
APP107994,62,41652.61,23.0,8409.38,727.0,1701.13,11,10,3,RENT,credit_card,1
APP107995,43,20448.52,0.0,8127.53,756.0,1635.82,6,0,2,MORTGAGE,car,0
APP107996,56,22503.3,3.0,24130.3,778.0,2042.52,1,12,2,OWN,home_improvement,1
APP107997,37,23711.23,21.0,27688.28,754.0,1904.05,8,19,2,OWN,credit_card,0
APP107998,27,68808.15,35.0,5655.82,795.0,4153.19,0,11,0,MORTGAGE,home_improvement,0
APP107999,29,82113.71,28.0,5235.88,731.0,3591.79,10,26,1,RENT,credit_card,0
APP108000,52,40052.5,0.0,8261.37,602.0,6169.13,6,23,1,RENT,credit_card,0
APP108001,56,31208.94,4.0,12819.4,772.0,1395.0,0,12,3,RENT,business,0
APP108002,34,78775.34,17.0,7272.08,539.0,4018.43,10,27,0,MORTGAGE,credit_card,1
APP108003,38,22263.71,17.0,12982.12,839.0,3344.03,6,7,2,MORTGAGE,car,0
APP108004,67,37268.8,1.0,31894.19,571.0,5774.01,7,27,2,MORTGAGE,home_improvement,1
APP108005,62,45774.53,10.0,4257.26,721.0,5999.84,4,21,1,MORTGAGE,home_improvement,0
APP108006,41,23590.51,5.0,7574.89,765.0,5569.3,6,4,0,RENT,home_improvement,0
APP108007,32,26424.39,22.0,4306.17,686.0,2225.6,2,11,3,OWN,debt_consolidation,1
APP108008,35,25415.92,26.0,5991.21,485.0,5012.81,2,19,0,RENT,business,1
APP108009,47,73744.63,15.0,8293.22,574.0,3259.85,10,10,1,MORTGAGE,debt_consolidation,0
APP108010,48,94578.33,22.0,6397.57,678.0,14063.81,12,24,0,MORTGAGE,home_improvement,0
APP108011,30,38460.86,8.0,13520.83,700.0,5368.23,2,7,1,MORTGAGE,home_improvement,1
APP108012,24,31757.71,34.0,10835.4,,5237.0,2,27,0,RENT,credit_card,0
APP108013,45,26905.32,0.0,11842.04,655.0,1763.9,8,28,1,MORTGAGE,debt_consolidation,0
APP108014,60,36347.23,,8233.62,532.0,3064.62,8,3,2,MORTGAGE,car,1
APP108015,28,27581.19,12.0,8701.37,791.0,6045.3,5,22,0,MORTGAGE,debt_consolidation,0
APP108016,41,34595.71,18.0,8019.13,619.0,4614.76,14,20,2,MORTGAGE,business,0
APP108017,28,44650.3,20.0,8525.4,713.0,4575.1,14,4,0,MORTGAGE,car,0
APP108018,32,29653.74,25.0,12726.04,762.0,1208.38,9,19,0,MORTGAGE,car,0
APP108019,50,33031.14,37.0,3120.99,557.0,2562.5,13,8,0,OWN,debt_consolidation,1
APP108020,35,33099.48,22.0,11763.59,,3944.44,6,24,2,OWN,other,0
APP108021,33,30983.75,9.0,5876.76,672.0,12853.17,0,26,2,RENT,debt_consolidation,1
APP108022,69,29122.78,20.0,8076.27,629.0,1082.62,1,0,0,RENT,credit_card,0
APP108023,29,53161.96,20.0,3878.02,724.0,2131.82,12,24,3,RENT,credit_card,0
APP108024,30,14982.41,34.0,7980.82,596.0,1076.46,1,29,0,MORTGAGE,business,0
APP108025,66,79788.92,22.0,11692.82,654.0,6376.19,2,10,0,MORTGAGE,car,0
APP108026,47,38861.71,34.0,13020.11,620.0,12694.52,10,29,2,RENT,debt_consolidation,0
APP108027,23,49266.95,,4857.12,836.0,6557.84,7,21,1,RENT,car,0
APP108028,41,52184.4,22.0,12648.62,596.0,7799.19,3,17,1,MORTGAGE,debt_consolidation,1
APP108029,48,25488.19,13.0,19611.39,709.0,2152.47,12,3,2,MORTGAGE,credit_card,1
APP108030,33,22990.14,10.0,7359.78,793.0,6604.75,10,14,2,MORTGAGE,debt_consolidation,1
APP108031,47,21673.93,3.0,9902.55,576.0,2649.23,4,4,1,MORTGAGE,debt_consolidation,1
APP108032,52,32095.34,21.0,2860.84,657.0,5155.39,3,8,2,MORTGAGE,business,1
APP108033,33,51513.66,36.0,5777.81,571.0,7346.2,11,27,0,RENT,home_improvement,0
APP108034,60,27122.5,0.0,11641.27,488.0,3891.14,3,3,0,RENT,debt_consolidation,1
APP108035,43,49215.59,38.0,17558.27,587.0,9472.34,3,16,1,OWN,credit_card,1
APP108036,68,11114.87,34.0,6907.99,604.0,4311.87,13,29,3,RENT,business,1
APP108037,25,29947.96,17.0,49100.85,609.0,6117.45,13,4,2,OWN,debt_consolidation,1
APP108038,36,65092.76,12.0,11948.17,,22309.72,14,5,2,MORTGAGE,car,1
APP108039,56,33340.04,23.0,4610.01,650.0,7317.26,6,14,0,MORTGAGE,debt_consolidation,1
APP108040,64,23990.86,34.0,21424.91,554.0,2698.61,10,14,1,RENT,debt_consolidation,1
APP108041,31,26149.32,1.0,4666.82,,3346.33,2,13,1,MORTGAGE,home_improvement,0
APP108042,69,7990.34,17.0,12052.85,747.0,9882.09,14,6,0,MORTGAGE,credit_card,0
APP108043,30,21896.87,1.0,5667.23,756.0,11318.17,0,29,0,MORTGAGE,car,0
APP108044,41,61612.54,25.0,4383.22,629.0,4773.5,12,3,2,MORTGAGE,car,0
APP108045,36,27138.23,3.0,17628.84,721.0,1448.57,9,0,1,RENT,debt_consolidation,0
APP108046,41,28788.4,12.0,8468.71,595.0,2298.01,14,7,1,MORTGAGE,credit_card,1
APP108047,65,11317.37,29.0,27872.71,622.0,5679.37,10,22,2,MORTGAGE,business,0
APP108048,56,16067.94,30.0,5373.53,681.0,7818.93,2,3,0,MORTGAGE,home_improvement,0
APP108049,60,65842.75,9.0,3882.43,623.0,10979.85,10,22,3,OWN,credit_card,1
APP108050,33,49446.52,20.0,7421.98,548.0,967.05,11,11,2,OWN,home_improvement,1
APP108051,67,18982.65,7.0,56067.15,716.0,9869.22,7,23,1,MORTGAGE,debt_consolidation,0
APP108052,42,26495.07,23.0,16323.31,583.0,15392.04,8,6,0,RENT,other,0
APP108053,52,35789.64,0.0,13798.78,608.0,724.26,6,23,1,MORTGAGE,car,1
APP108054,55,19969.0,32.0,14075.11,734.0,4893.93,4,0,0,RENT,credit_card,1
APP108055,53,13332.07,0.0,7398.95,692.0,9011.18,9,21,1,OWN,credit_card,0
APP108056,50,33536.67,24.0,50899.59,664.0,1589.0,7,0,0,MORTGAGE,car,0
APP108057,44,48354.0,16.0,13027.94,532.0,3296.02,0,12,1,MORTGAGE,home_improvement,1
APP108058,52,48821.63,8.0,12315.2,556.0,7693.77,11,21,2,MORTGAGE,credit_card,1
APP108059,65,56253.23,21.0,17870.7,681.0,3235.11,3,1,1,RENT,debt_consolidation,1
APP108060,40,16700.96,5.0,4610.33,700.0,3674.22,0,27,0,MORTGAGE,home_improvement,0
APP108061,46,37382.24,23.0,5839.45,670.0,5864.34,3,29,2,OWN,business,1
APP108062,29,31754.01,25.0,8541.5,612.0,1927.85,13,20,0,OWN,credit_card,0
APP108063,38,34765.81,18.0,17940.16,609.0,2093.27,11,7,3,MORTGAGE,car,1
APP108064,58,32666.62,14.0,4542.21,667.0,7148.93,6,21,0,RENT,debt_consolidation,0
APP108065,52,26102.23,18.0,9505.13,549.0,10500.23,6,9,1,MORTGAGE,car,1
APP108066,31,8031.32,38.0,8731.48,657.0,6760.26,6,19,1,RENT,car,0
APP108067,47,64920.23,30.0,3848.23,538.0,14603.09,0,4,2,OWN,debt_consolidation,1
APP108068,60,42830.04,,7292.79,565.0,6875.65,5,18,0,RENT,business,1
APP108069,27,17289.51,11.0,13702.74,664.0,21539.11,13,9,1,RENT,other,1
APP108070,24,46007.78,0.0,4064.47,696.0,5180.37,9,17,1,RENT,home_improvement,0
APP108071,40,29037.62,9.0,23081.82,677.0,6015.87,5,9,1,RENT,car,1
APP108072,53,29451.9,31.0,13106.02,560.0,6785.63,14,8,0,OWN,credit_card,1
APP108073,36,24730.5,34.0,12180.65,500.0,2973.73,1,10,0,RENT,debt_consolidation,1
APP108074,61,47499.06,18.0,9945.87,649.0,2641.61,12,26,2,OWN,credit_card,0
APP108075,62,24345.16,27.0,5138.96,498.0,2392.11,6,12,2,MORTGAGE,business,1
APP108076,47,20985.41,14.0,6702.14,725.0,3150.81,7,20,2,OWN,home_improvement,1
APP108077,39,63951.0,19.0,12297.03,563.0,25760.63,14,20,1,MORTGAGE,other,1
APP108078,23,33208.44,33.0,6694.27,828.0,21103.28,13,18,4,OWN,business,0
APP108079,61,33733.84,11.0,11083.91,573.0,3780.67,12,29,0,RENT,debt_consolidation,1
APP108080,64,51340.34,12.0,5771.41,687.0,3510.71,7,1,1,RENT,car,0
APP108081,42,26009.23,5.0,12976.02,591.0,882.29,8,15,1,MORTGAGE,home_improvement,1
APP108082,46,28736.5,8.0,13570.43,,2218.51,13,29,5,RENT,other,1
APP108083,57,42313.34,1.0,3727.1,664.0,2572.24,11,29,1,MORTGAGE,credit_card,0
APP108084,55,16802.97,32.0,10305.01,718.0,3457.33,4,13,0,MORTGAGE,debt_consolidation,0
APP108085,27,40560.48,34.0,3971.9,731.0,3115.84,7,1,1,MORTGAGE,debt_consolidation,0
APP108086,53,24888.08,16.0,3240.15,,5836.04,12,10,2,MORTGAGE,credit_card,1
APP108087,66,55700.05,23.0,6930.34,733.0,9135.83,12,11,0,MORTGAGE,car,0
APP108088,57,47730.78,9.0,53005.48,600.0,2745.62,4,10,3,OWN,credit_card,1
APP108089,44,44679.68,1.0,15760.04,701.0,15514.66,12,0,1,MORTGAGE,other,1
APP108090,46,16260.93,20.0,22817.03,622.0,6480.37,8,27,1,MORTGAGE,car,1
APP108091,33,,6.0,14257.66,728.0,10002.84,5,17,2,OWN,other,0
APP108092,53,20158.21,33.0,11195.49,659.0,3457.71,7,11,0,OWN,debt_consolidation,0
APP108093,32,35652.27,11.0,16936.65,699.0,7609.62,6,29,1,MORTGAGE,debt_consolidation,0
APP108094,37,11411.31,29.0,6742.98,673.0,7064.29,1,25,0,OWN,business,0
APP108095,33,16807.56,10.0,13125.46,710.0,15899.9,3,6,0,MORTGAGE,credit_card,1
APP108096,37,65809.32,5.0,20055.5,585.0,8284.61,2,5,1,OWN,debt_consolidation,0
APP108097,38,43674.8,21.0,15057.82,524.0,9729.98,10,21,3,OWN,debt_consolidation,1
APP108098,25,30427.2,7.0,20861.65,729.0,3218.89,6,26,0,RENT,debt_consolidation,0
APP108099,56,23054.78,15.0,11043.09,757.0,12794.09,2,22,2,RENT,car,1
APP108100,42,21117.83,11.0,27316.56,640.0,1770.61,8,24,1,MORTGAGE,business,1
APP108101,67,,35.0,8734.72,714.0,3107.48,7,3,4,MORTGAGE,car,1
APP108102,29,30582.52,20.0,35263.91,519.0,6155.13,10,5,0,MORTGAGE,debt_consolidation,1
APP108103,53,78694.11,28.0,13962.97,600.0,1954.39,14,12,3,OWN,car,1
APP108104,29,33110.91,23.0,7860.71,656.0,2348.32,14,17,0,MORTGAGE,debt_consolidation,1
APP108105,47,37397.54,36.0,4878.15,511.0,2349.26,6,4,0,RENT,debt_consolidation,1
APP108106,45,18137.71,17.0,6094.89,527.0,6653.72,0,1,0,RENT,debt_consolidation,1
APP108107,42,30322.65,34.0,5565.73,662.0,4327.9,1,10,2,MORTGAGE,business,1
APP108108,53,39675.76,35.0,9384.07,601.0,10625.22,2,21,1,MORTGAGE,debt_consolidation,1
APP108109,61,30139.96,36.0,4608.35,622.0,22125.19,0,24,1,OWN,business,1
APP108110,36,28486.5,27.0,21496.71,617.0,6101.87,9,24,1,RENT,debt_consolidation,0
